dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr,ueId,predicted_anomaly,anomaly_score,authentication_status
121014.0,5.0,0.999995,725007.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,1.0,-1,-0.07361758269819962,rejected
231619.0,3.0,1.0,1387518.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.5,2.0,-1,-0.05527247638509536,rejected
121283.0,5.0,0.999996,726115.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,2.0,-1,-0.07361758269819962,rejected
231776.0,3.0,1.0,1388657.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
121552.0,5.0,0.999996,727255.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,3.0,-1,-0.07361758269819962,rejected
231933.0,3.0,1.0,1389258.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,4.0,-1,-0.03922211740487902,rejected
121821.0,5.0,0.999997,727556.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,4.0,-1,-0.07361758269819962,rejected
232090.0,3.0,1.0,1390334.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,1.0,-1,-0.03922211740487902,rejected
122090.0,5.0,0.999997,727825.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,4.0,1.0,-1,-0.06814216946748974,rejected
232247.0,3.0,1.0,1390603.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,2.0,-1,-0.03922211740487902,rejected
122359.0,5.0,0.999997,728965.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,3.0,2.0,-1,-0.07164873204037658,rejected
232404.0,3.0,1.0,1391061.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,1.0,-1,-0.03922211740487902,rejected
122628.0,5.0,0.999998,730105.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,1.0,-1,-0.07361758269819962,rejected
232561.0,3.0,1.0,1391187.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,1.0,-1,-0.03922211740487902,rejected
122897.0,5.0,0.999998,731181.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,1.0,-1,-0.07361758269819962,rejected
232718.0,3.0,1.0,1391994.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
123166.0,5.0,0.999998,732795.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,3.0,-1,-0.07361758269819962,rejected
232875.0,3.0,1.0,1393070.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,2.0,-1,-0.03922211740487902,rejected
123435.0,5.0,0.999998,733064.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,4.0,2.0,-1,-0.06814216946748974,rejected
233032.0,3.0,1.0,1393608.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,3.0,-1,-0.03922211740487902,rejected
123704.0,5.0,0.999998,733903.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,4.0,-1,-0.07361758269819962,rejected
233189.0,3.0,1.0,1394748.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
123973.0,5.0,0.999999,735011.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,3.0,-1,-0.07361758269819962,rejected
233346.0,3.0,1.0,1396093.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,1.0,-1,-0.03922211740487902,rejected
124242.0,5.0,0.999999,736087.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,1.0,-1,-0.07361758269819962,rejected
2443141.0,2.0,1.0,374169.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,3.0,3.0,3.0,1.0,-1,-0.049327958578542996,rejected
233503.0,3.0,1.0,1396900.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,2.0,-1,-0.03922211740487902,rejected
124511.0,5.0,0.999999,736356.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,2.0,-1,-0.07361758269819962,rejected
2443889.0,2.0,1.0,374445.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,3.0,3.0,2.5,2.0,-1,-0.04974783835892416,rejected
233660.0,3.0,1.0,1397976.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.5,3.0,-1,-0.04265879165888531,rejected
124780.0,5.0,0.999999,736657.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,3.0,-1,-0.07361758269819962,rejected
2444645.0,2.0,1.0,374721.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,3.0,3.0,3.0,3.0,-1,-0.049327958578542996,rejected
233817.0,3.0,1.0,1398514.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.5,4.0,-1,-0.05527247638509536,rejected
125049.0,5.0,0.999999,737464.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,4.0,-1,-0.07361758269819962,rejected
2445399.0,2.0,1.0,374928.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,3.0,3.0,3.5,4.0,-1,-0.049327958578542996,rejected
233974.0,3.0,1.0,1399384.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,1.0,-1,-0.03922211740487902,rejected
125318.0,5.0,0.999999,738572.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,1.0,-1,-0.07361758269819962,rejected
2446113.0,2.0,1.0,375135.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,3.0,3.0,5.0,1.0,-1,-0.04644740753928478,rejected
234131.0,3.0,1.0,1400460.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.03922211740487902,rejected
125587.0,5.0,0.999999,739648.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,3.0,2.0,-1,-0.07164873204037658,rejected
2446867.0,2.0,1.0,375342.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,3.0,3.0,3.5,2.0,-1,-0.049327958578542996,rejected
234288.0,3.0,1.0,1400998.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
125856.0,5.0,0.999999,739949.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,98.5,4.0,3.0,25.5,3.0,-1,-0.08886222398926424,rejected
161986.0,4.0,0.999882,360431.0,6.0,1.0,2.0,7.0,-28.0,-11.0,12.5,0.0,97.7,15.0,32.0,27.5,2.0,-1,-0.025380957411998528,rejected
234445.0,3.0,1.0,1402375.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,4.0,-1,-0.03922211740487902,rejected
126125.0,5.0,0.999999,739949.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,98.5,4.0,3.0,25.5,4.0,-1,-0.08886222398926424,rejected
234602.0,3.0,1.0,1403245.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,1.0,-1,-0.03922211740487902,rejected
126394.0,5.0,0.999999,741390.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,3.5,1.0,-1,-0.07164873204037658,rejected
234759.0,3.0,1.0,1403514.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.0,2.0,-1,-0.05527247638509536,rejected
126663.0,5.0,1.0,742530.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,98.0,4.0,3.0,35.0,2.0,-1,-0.09567421038007551,rejected
234916.0,3.0,1.0,1404590.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,3.0,-1,-0.03922211740487902,rejected
126932.0,5.0,1.0,742530.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,3.0,-1,-0.07361758269819962,rejected
235073.0,3.0,1.0,1405666.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,4.0,-1,-0.03922211740487902,rejected
127201.0,5.0,1.0,742530.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,97.4,4.0,3.0,35.0,4.0,-1,-0.09432229789145963,rejected
235230.0,3.0,1.0,1405935.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.5,1.0,-1,-0.05527247638509536,rejected
127470.0,5.0,1.0,743068.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,1.0,-1,-0.07361758269819962,rejected
235387.0,3.0,1.0,1405935.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,2.0,-1,-0.03922211740487902,rejected
127739.0,5.0,1.0,743638.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,2.0,-1,-0.07361758269819962,rejected
235544.0,3.0,1.0,1406742.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,1.0,-1,-0.03922211740487902,rejected
128008.0,5.0,1.0,744746.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,1.0,-1,-0.07361758269819962,rejected
235701.0,3.0,1.0,1407011.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,1.0,-1,-0.04265879165888531,rejected
128277.0,5.0,1.0,745047.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,1.0,-1,-0.07361758269819962,rejected
235858.0,3.0,1.0,1407011.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,3.0,-1,-0.04265879165888531,rejected
128546.0,5.0,1.0,745047.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,3.0,-1,-0.07361758269819962,rejected
236015.0,3.0,1.0,1407280.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.03922211740487902,rejected
128815.0,5.0,1.0,745348.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,2.0,-1,-0.07361758269819962,rejected
236172.0,3.0,1.0,1408894.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,1.0,-1,-0.03922211740487902,rejected
129084.0,5.0,1.0,745348.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,98.5,4.0,3.0,35.5,4.0,-1,-0.09567421038007551,rejected
236329.0,3.0,1.0,1409701.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,4.0,1.0,-1,-0.039310398663056634,rejected
129353.0,5.0,1.0,745348.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,1.0,-1,-0.07361758269819962,rejected
236486.0,3.0,1.0,1410508.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
129622.0,5.0,1.0,746219.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,3.0,3.0,-1,-0.07164873204037658,rejected
236643.0,3.0,1.0,1411046.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.03922211740487902,rejected
129891.0,5.0,1.0,746219.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,2.0,-1,-0.07361758269819962,rejected
236800.0,3.0,1.0,1412122.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,4.0,-1,-0.03922211740487902,rejected
130160.0,5.0,1.0,746219.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,98.5,4.0,3.0,35.0,4.0,-1,-0.09567421038007551,rejected
236957.0,3.0,1.0,1412723.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.0,1.0,-1,-0.05527247638509536,rejected
130429.0,5.0,1.0,746789.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,4.0,1.0,-1,-0.06814216946748974,rejected
237114.0,3.0,1.0,1412723.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
130698.0,5.0,1.0,747993.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,4.0,3.0,-1,-0.06814216946748974,rejected
237271.0,3.0,1.0,1412786.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,2.0,-1,-0.03922211740487902,rejected
130967.0,5.0,1.0,748563.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,2.0,-1,-0.07361758269819962,rejected
237428.0,3.0,1.0,1414400.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,4.0,-1,-0.04265879165888531,rejected
131236.0,5.0,1.0,750478.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,4.0,-1,-0.07361758269819962,rejected
237585.0,3.0,1.0,1415207.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,4.0,1.0,-1,-0.039310398663056634,rejected
131505.0,5.0,1.0,751048.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,1.0,-1,-0.07361758269819962,rejected
237742.0,3.0,1.0,1416014.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,3.0,-1,-0.04265879165888531,rejected
131774.0,5.0,1.0,752393.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,3.5,3.0,-1,-0.07164873204037658,rejected
237899.0,3.0,1.0,1416821.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,2.0,-1,-0.04265879165888531,rejected
132043.0,5.0,1.0,752963.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,2.0,-1,-0.07361758269819962,rejected
238056.0,3.0,1.0,1417929.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
132312.0,5.0,1.0,753770.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,3.0,-1,-0.07361758269819962,rejected
238213.0,3.0,1.0,1418467.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.03922211740487902,rejected
132581.0,5.0,1.0,754340.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,3.0,-1,-0.07361758269819962,rejected
238370.0,3.0,1.0,1419274.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.5,4.0,-1,-0.04265879165888531,rejected
132850.0,5.0,1.0,755416.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,4.0,-1,-0.07361758269819962,rejected
238527.0,3.0,1.0,1420350.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,2.0,-1,-0.04265879165888531,rejected
133119.0,5.0,1.0,755954.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,2.0,-1,-0.07361758269819962,rejected
238684.0,3.0,1.0,1421695.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,4.0,3.0,-1,-0.039310398663056634,rejected
133388.0,5.0,1.0,756793.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,3.0,-1,-0.07361758269819962,rejected
238841.0,3.0,1.0,1422502.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,1.0,-1,-0.03922211740487902,rejected
133657.0,5.0,1.0,758170.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,4.0,1.0,-1,-0.06814216946748974,rejected
238998.0,3.0,1.0,1424212.0,6.0,0.919,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,4.0,-1,-0.04141437855482699,rejected
133926.0,5.0,1.0,758471.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,4.0,4.0,-1,-0.06814216946748974,rejected
239155.0,3.0,1.0,1424845.0,6.0,0.968619,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,29.0,2.0,-1,-0.05484885997444888,rejected
134195.0,5.0,1.0,759073.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,2.0,-1,-0.07361758269819962,rejected
239312.0,3.0,1.0,1425684.0,6.0,0.989058,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,4.0,-1,-0.040048476942542544,rejected
134464.0,5.0,1.0,759342.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,4.0,-1,-0.07361758269819962,rejected
239469.0,3.0,1.0,1427868.0,6.0,0.996185,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,3.0,-1,-0.040048476942542544,rejected
134733.0,5.0,1.0,759342.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,3.0,-1,-0.07361758269819962,rejected
239626.0,3.0,1.0,1428707.0,6.0,0.998522,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,1.0,-1,-0.040048476942542544,rejected
135002.0,5.0,1.0,760751.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,7.0,1.0,-1,-0.06585581327834356,rejected
239783.0,3.0,1.0,1429609.0,6.0,0.999427,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,3.0,2.0,-1,-0.043489804757913975,rejected
135271.0,5.0,1.0,761622.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,2.0,-1,-0.07361758269819962,rejected
239940.0,3.0,1.0,1430416.0,6.0,0.9998,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.5,4.0,-1,-0.040048476942542544,rejected
135540.0,5.0,1.0,762762.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,4.5,4.0,-1,-0.06814216946748974,rejected
240097.0,3.0,1.0,1431223.0,6.0,0.999923,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,2.0,-1,-0.040048476942542544,rejected
135809.0,5.0,1.0,764171.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.5,5.0,-1,-0.07361758269819962,rejected
240254.0,3.0,1.0,1432331.0,6.0,0.99997,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.040048476942542544,rejected
136078.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,2.0,3.0,-1,-0.07361758269819962,rejected
240411.0,3.0,1.0,1432869.0,6.0,0.99999,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.040048476942542544,rejected
136347.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,62.0,4.0,3.0,1.5,3.0,-1,-0.07361758269819962,rejected
240568.0,3.0,1.0,1433470.0,6.0,0.999996,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,2.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,3.0,-1,-0.06485384213298617,rejected
240725.0,3.0,1.0,1434309.0,6.0,0.999998,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.0,2.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,3.0,-1,-0.06485384213298617,rejected
240882.0,3.0,1.0,1434578.0,6.0,0.999999,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,3.0,-1,-0.06485384213298617,rejected
241039.0,3.0,1.0,1434847.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,3.0,-1,-0.06485384213298617,rejected
241196.0,3.0,1.0,1435654.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,81.0,4.0,14.0,17.0,2.0,-1,-0.03927843120287999,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,3.0,-1,-0.06485384213298617,rejected
241353.0,3.0,1.0,1436524.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,3.0,-1,-0.06485384213298617,rejected
2509640.0,2.0,1.0,385568.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,7.0,3.0,5.0,5.0,-1,-0.032942143299495186,rejected
241510.0,3.0,1.0,1436793.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,2.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,3.0,-1,-0.06485384213298617,rejected
2510396.0,2.0,1.0,385844.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,7.0,3.0,3.0,5.0,-1,-0.03575969368392129,rejected
241667.0,3.0,1.0,1438170.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,6.0,-1,-0.06485384213298617,rejected
2511110.0,2.0,1.0,386051.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,7.0,3.0,2.5,6.0,-1,-0.036170390255689355,rejected
241824.0,3.0,1.0,1439278.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,6.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,6.0,-1,-0.06485384213298617,rejected
2511864.0,2.0,1.0,386258.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,7.0,3.0,2.0,6.0,-1,-0.036170390255689355,rejected
241981.0,3.0,1.0,1440386.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,7.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,7.0,-1,-0.06485384213298617,rejected
2512618.0,2.0,1.0,386534.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,7.0,3.0,3.0,7.0,-1,-0.03575969368392129,rejected
242138.0,3.0,1.0,1441193.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,1.5,7.0,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,6.0,-1,-0.06485384213298617,rejected
2513368.0,2.0,1.0,386741.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,7.0,3.0,3.5,,-1,-0.03575969368392129,rejected
242295.0,3.0,1.0,1442000.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,,-1,-0.040048476942542544,rejected
136616.0,5.0,1.0,764472.0,6.0,1.0,2.0,27.0,24.0,-21.5,-9.0,-131.0,78.9,4.0,3.0,14.5,,-1,-0.06485384213298617,rejected
2514088.0,2.0,1.0,386948.0,6.0,1.0,1.0,0.0,3.0,-11.0,12.5,0.0,62.0,7.0,3.0,3.5,,-1,-0.03575969368392129,rejected
242452.0,3.0,1.0,1442807.0,6.0,1.0,2.0,48.0,25.0,-14.0,0.0,-122.0,62.0,4.0,14.0,2.0,8.0,-1,-0.040048476942542544,rejected
