avgLdpcIterations;ulBytes;pmi;rsrp;cqi;pucchSnr;rssi;ueId;inSync;dlBytes;dlMcs;ulMcs;ulBler;ri;pcmax;puschSnr;dlBler;phr;rsrq;sinr
3.1;357699.0;-4.1;-78.0;11.0;17.0;84.2;245;1.0;157736.0;9.0;7.0;0.0004700000;4.0;22.0;19.5;0.0000000000;52.0;-10.5;23.5
3.1;361503.0;-4.1;-78.0;11.0;17.0;83.1;245;1.0;159304.0;9.0;7.0;0.0001640000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.2;365339.0;-4.1;-78.0;11.0;17.0;84.1;245;1.0;160872.0;9.0;7.0;0.0000570000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;368842.0;-4.1;-78.0;11.0;17.0;84.0;245;1.0;162440.0;9.0;7.0;0.0000220000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;372646.0;-4.1;-78.0;11.0;16.0;83.3;245;1.0;164008.0;9.0;7.0;0.0000080000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.1;377148.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;167144.0;9.0;7.0;0.0000030000;4.0;22.0;8.0;0.0000000000;52.0;-10.5;23.5
3.1;380952.0;-4.1;-78.0;11.0;17.0;83.3;245;1.0;168712.0;9.0;7.0;0.0000010000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.2;384788.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;170280.0;9.0;7.0;0.0000000000;4.0;22.0;17.5;0.0000000000;52.0;-10.5;23.5
3.1;388592.0;-4.1;-78.0;11.0;17.0;84.2;245;1.0;172632.0;9.0;7.0;0.0000000000;4.0;22.0;19.5;0.0000000000;52.0;-10.5;23.5
3.1;392396.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;174200.0;9.0;7.0;0.0000000000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.0;396232.0;-4.1;-78.0;11.0;17.0;84.1;245;1.0;175768.0;9.0;7.0;0.0000000000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;400036.0;-4.1;-78.0;11.0;18.0;83.2;245;1.0;177336.0;9.0;7.0;0.0000000000;4.0;22.0;10.5;0.0000000000;52.0;-10.5;23.5
3.2;403872.0;-4.1;-78.0;11.0;17.0;84.0;245;1.0;178904.0;9.0;7.0;0.0000000000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.3;407375.0;-4.1;-78.0;11.0;16.0;83.0;245;1.0;180472.0;9.0;7.0;0.0000000000;4.0;22.0;18.5;0.0000000000;52.0;-10.5;23.5
3.0;411512.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;182824.0;9.0;7.0;0.0000000000;4.0;22.0;10.0;0.0000000000;52.0;-10.5;23.5
3.1;415348.0;-4.1;-78.0;11.0;17.0;82.9;245;1.0;184392.0;9.0;7.0;0.0000000000;4.0;22.0;18.5;0.0000000000;52.0;-10.5;23.5
3.2;419152.0;-4.1;-78.0;11.0;17.0;83.2;245;1.0;185960.0;9.0;7.0;0.0000000000;4.0;22.0;10.5;0.0000000000;52.0;-10.5;23.5
